Municipio, ID, Usted_considera_que_Colombia_va_por_buen_camino_o_mal_camino, Usted_considera_que_el_departamento_de_Caqueta_va_por_buen_camino_o_mal_camino, De_los_siguientes_problemas_cual_cree_que_es_el_que_mas_afecta_a_su_municipio, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Representante_Harry_Giovanny_Gonzalez_Garcia, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Representante_Edwin_Alberto_Valdez_Rodriguez, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Gobernador_alvaro_Pacheco_alvarez, Con_cual_de_los_siguientes_partidos_o_movimientos_politicos_se_siente_mas_afin, Si_las_elecciones_para_elegir_Gobernador_del_Caqueta_fueran_hoy_por_cual_de_los_siguientes_candidatos_usted_votaria, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_el_Alcalde_de_Florencia_Andres_Mauricio_Perdomo_Lara, Estrato, Genero, Edad, ultimo_nivel_educativo, Estado_civil
EL PAUJIL,1515,Mal Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Antonio Ruiz Cicery,,1,Masculino,35-44,Primaria,Casado
BELEN DE LOS ANDAQUIES,1516,Buen Camino,Buen Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,45-54,Primaria,Unión libre
BELEN DE LOS ANDAQUIES,1517,Buen Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Partido Liberal,Luis Antonio Ruiz Cicery,,1,Masculino,18-24,Primaria,Unión libre
BELEN DE LOS ANDAQUIES,1518,Buen Camino,Buen Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Farc,Oscar Conde Ortiz,,1,Femenino,25-34,Posgrado,Separado/Viudo
EL PAUJIL,1519,Mal Camino,Ns / Nr,Desempleo,Desaprueba,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,,2,Femenino,25-34,Secundaria,Unión libre
LA MONTAÑITA,1520,Buen Camino,Buen Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Cambio Radical,Argenis Garavito Arévalo,,3,Femenino,35-44,Tecnología,Casado
BELEN DE LOS ANDAQUIES,1521,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,35-44,Primaria,Unión libre
EL PAUJIL,1522,Buen Camino,Buen Camino,Educación,Ns/Nr,Desaprueba,Ns/Nr,Partido Liberal,Ns/Nr,,2,Femenino,45-54,Primaria,Soltero
BELEN DE LOS ANDAQUIES,1523,Ns / Nr,Mal Camino,Guerrilla,Aprueba,Desaprueba,Aprueba,Cambio Radical,César Augusto Torres Ríos,,1,Femenino,35-44,Posgrado,Ns/Nr
EL PAUJIL,1524,Ns / Nr,Buen Camino,Desempleo,Desaprueba,Aprueba,Aprueba,Partido Liberal,Oscar Raúl Rojas,,1,Femenino,Mayor de 55,Primaria,Casado
EL PAUJIL,1525,Mal Camino,Ns / Nr,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Masculino,Mayor de 55,Primaria,Casado
BELEN DE LOS ANDAQUIES,1526,Buen Camino,Buen Camino,Desempleo,Ns/Nr,Desaprueba,Aprueba,Ns / Nr,Ns/Nr,,1,Femenino,Mayor de 55,Primaria,Unión libre
BELEN DE LOS ANDAQUIES,1527,Ns / Nr,Mal Camino,Malla vial,Aprueba,Aprueba,Aprueba,Cambio Radical,César Augusto Torres Ríos,,1,Femenino,35-44,Tecnología,Unión libre
EL PAUJIL,1528,Buen Camino,Mal Camino,Corrupción,Aprueba,Desaprueba,Aprueba,Partido Liberal,Luis Antonio Ruiz Cicery,,2,Masculino,45-54,Primaria,Casado
BELEN DE LOS ANDAQUIES,1529,Mal Camino,Mal Camino,Salud,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Antonio Ruiz Cicery,,2,Masculino,Mayor de 55,Primaria,Casado
EL PAUJIL,1530,Mal Camino,Ns / Nr,Corrupción,Aprueba,Desaprueba,Aprueba,Alianza Verde,Luis Francisco Ruíz Aguilar,,2,Femenino,25-34,Tecnología,Soltero
BELEN DE LOS ANDAQUIES,1531,Ns / Nr,Ns / Nr,Salud,Aprueba,Ns/Nr,Aprueba,Partido Conservador,Ns/Nr,,1,Femenino,Mayor de 55,Primaria,Separado/Viudo
EL PAUJIL,1532,Mal Camino,Ns / Nr,Desempleo,Ns/Nr,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,,1,Femenino,45-54,Secundaria,Unión libre
BELEN DE LOS ANDAQUIES,1533,Buen Camino,Mal Camino,Desempleo,Aprueba,Desaprueba,Desaprueba,Partido Conservador,Luis Antonio Ruiz Cicery,,1,Masculino,35-44,Primaria,Casado
BELEN DE LOS ANDAQUIES,1534,Ns / Nr,Mal Camino,Malla vial,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Arnulfo Gasca Trujillo,,1,Masculino,45-54,Tecnología,Soltero
BELEN DE LOS ANDAQUIES,1535,Mal Camino,Buen Camino,Educación,Aprueba,Desaprueba,Desaprueba,Ns / Nr,Luis Antonio Ruiz Cicery,,2,Femenino,Mayor de 55,Primaria,Separado/Viudo
EL PAUJIL,1536,Buen Camino,Buen Camino,Ns/Nr,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,Mayor de 55,Primaria,Separado/Viudo
LA MONTAÑITA,1537,Buen Camino,Buen Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,,3,Femenino,35-44,Secundaria,Soltero
BELEN DE LOS ANDAQUIES,1538,Mal Camino,Mal Camino,Vivienda,Aprueba,Desaprueba,Aprueba,Partido Conservador,Luz Mila Cicery Ortiz,,1,Femenino,18-24,Posgrado,Separado/Viudo
EL PAUJIL,1539,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,,2,Masculino,Mayor de 55,Primaria,Separado/Viudo
EL PAUJIL,1540,Mal Camino,Mal Camino,Explotación petrolera,Aprueba,Ns/Nr,Aprueba,Ns / Nr,César Augusto Torres Ríos,,2,Femenino,45-54,Secundaria,Unión libre
BELEN DE LOS ANDAQUIES,1541,Buen Camino,Buen Camino,Desempleo,Aprueba,Desaprueba,Desaprueba,Partido Liberal,César Augusto Torres Ríos,,1,Femenino,35-44,Primaria,Unión libre
BELEN DE LOS ANDAQUIES,1542,Buen Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Antonio Ruiz Cicery,,2,Masculino,35-44,Universidad,Casado
EL PAUJIL,1543,Buen Camino,Buen Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Partido Liberal,Ns/Nr,,2,Femenino,35-44,Secundaria,Unión libre
EL PAUJIL,1544,Mal Camino,Buen Camino,Corrupción,Desaprueba,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,,2,Femenino,45-54,Primaria,Casado
EL PAUJIL,1545,Buen Camino,Buen Camino,Educación,Aprueba,Ns/Nr,Aprueba,Mira,Luis Francisco Ruíz Aguilar,,1,Masculino,35-44,Secundaria,Unión libre
EL PAUJIL,1546,Buen Camino,Buen Camino,Educación,Aprueba,Desaprueba,Aprueba,Alianza Verde,Luis Antonio Ruiz Cicery,,2,Masculino,35-44,Tecnología,Unión libre
EL PAUJIL,1547,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,3,Femenino,Mayor de 55,Primaria,Casado
LA MONTAÑITA,1548,Buen Camino,Buen Camino,Desempleo,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,,1,Femenino,18-24,Tecnología,Soltero
EL PAUJIL,1549,Buen Camino,Buen Camino,Malla vial,Aprueba,Aprueba,Aprueba,Mira,Luis Francisco Ruíz Aguilar,,1,Masculino,35-44,Primaria,Unión libre
EL PAUJIL,1550,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Antonio Ruiz Cicery,,1,Femenino,45-54,Primaria,Separado/Viudo
EL PAUJIL,1551,Buen Camino,Buen Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Partido Liberal,Diego Ramírez Osorio,,2,Femenino,45-54,Tecnología,Soltero
EL PAUJIL,1552,Mal Camino,Buen Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,,2,Masculino,45-54,Primaria,Unión libre
LA MONTAÑITA,1553,Mal Camino,Mal Camino,Deforestación,Desaprueba,Desaprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,,2,Masculino,18-24,Secundaria,Soltero
BELEN DE LOS ANDAQUIES,1554,Mal Camino,Mal Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,,1,Masculino,25-34,Secundaria,Soltero
EL PAUJIL,1555,Ns / Nr,Buen Camino,Desempleo,Aprueba,Aprueba,Aprueba,Mira,Ns/Nr,,2,Femenino,Mayor de 55,Primaria,Separado/Viudo
BELEN DE LOS ANDAQUIES,1556,Mal Camino,Mal Camino,Malla vial,Aprueba,Ns/Nr,Aprueba,Partido Conservador,James Urrego Carvajal,,3,Femenino,Mayor de 55,Tecnología,Separado/Viudo
BELEN DE LOS ANDAQUIES,1557,Ns / Nr,Ns / Nr,Deforestación,Ns/Nr,Ns/Nr,Desaprueba,Alianza Verde,Oscar Conde Ortiz,,1,Masculino,35-44,Secundaria,Casado
BELEN DE LOS ANDAQUIES,1558,Buen Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Partido Liberal,César Augusto Torres Ríos,,1,Masculino,45-54,Secundaria,Casado
LA MONTAÑITA,1559,Buen Camino,Buen Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Cambio Radical,César Augusto Torres Ríos,,4,Femenino,25-34,Tecnología,Soltero
EL PAUJIL,1560,Buen Camino,Buen Camino,Salud,Ns/Nr,Ns/Nr,Aprueba,Mira,Luis Francisco Ruíz Aguilar,,1,Femenino,45-54,Primaria,Casado
EL PAUJIL,1561,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Mira,Ns/Nr,,2,Femenino,35-44,Secundaria,Unión libre
EL PAUJIL,1562,Mal Camino,Mal Camino,Salud,Desaprueba,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,,2,Femenino,45-54,Primaria,Unión libre
EL PAUJIL,1563,Mal Camino,Buen Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,,2,Masculino,35-44,Universidad,Separado/Viudo
EL PAUJIL,1564,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Ns/Nr,,2,Femenino,35-44,Tecnología,Soltero
BELEN DE LOS ANDAQUIES,1565,Mal Camino,Buen Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Partido Conservador,James Urrego Carvajal,,1,Femenino,18-24,Tecnología,Soltero
BELEN DE LOS ANDAQUIES,1566,Mal Camino,Mal Camino,Deforestación,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Luis Antonio Ruiz Cicery,,2,Femenino,35-44,Secundaria,Casado
BELEN DE LOS ANDAQUIES,1567,Buen Camino,Buen Camino,Desempleo,Aprueba,Desaprueba,Desaprueba,Partido Liberal,César Augusto Torres Ríos,,1,Masculino,25-34,Primaria,Unión libre
EL PAUJIL,1568,Mal Camino,Mal Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Ns/Nr,,2,Femenino,25-34,Secundaria,Soltero
LA MONTAÑITA,1569,Buen Camino,Buen Camino,Salud,Aprueba,Aprueba,Aprueba,Partido Conservador,César Augusto Torres Ríos,,3,Femenino,45-54,Secundaria,Casado
BELEN DE LOS ANDAQUIES,1570,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Antonio Ruiz Cicery,,1,Masculino,Mayor de 55,Primaria,Casado
EL PAUJIL,1571,Buen Camino,Buen Camino,Vivienda,Ns/Nr,Ns/Nr,Aprueba,Mira,Ns/Nr,,2,Masculino,25-34,Secundaria,Soltero
EL PAUJIL,1572,Buen Camino,Buen Camino,Educación,Aprueba,Desaprueba,Aprueba,Ns / Nr,Oscar Conde Ortiz,,2,Masculino,18-24,Universidad,Soltero
LA MONTAÑITA,1573,Buen Camino,Buen Camino,Corrupción,Aprueba,Aprueba,Aprueba,Cambio Radical,César Augusto Torres Ríos,,3,Masculino,45-54,Tecnología,Unión libre
BELEN DE LOS ANDAQUIES,1574,Mal Camino,Buen Camino,Malla vial,Ns/Nr,Ns/Nr,Ns/Nr,Alianza Verde,Luis Antonio Ruiz Cicery,,1,Masculino,18-24,Primaria,Unión libre
EL PAUJIL,1575,Buen Camino,Buen Camino,Salud,Ns/Nr,Ns/Nr,Aprueba,Mira,Ns/Nr,,2,Femenino,35-44,Secundaria,Unión libre
LA MONTAÑITA,1576,Buen Camino,Buen Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,,3,Masculino,35-44,Tecnología,Unión libre
EL PAUJIL,1577,Mal Camino,Mal Camino,Desempleo,Aprueba,Ns/Nr,Ns/Nr,Ns / Nr,Luis Antonio Ruiz Cicery,,2,Femenino,35-44,Universidad,Soltero
EL PAUJIL,1578,Mal Camino,Mal Camino,Salud,Ns/Nr,Desaprueba,Ns/Nr,Partido Liberal,Ns/Nr,,2,Femenino,18-24,Tecnología,Soltero
EL PAUJIL,1579,Buen Camino,Buen Camino,Corrupción,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Luis Antonio Ruiz Cicery,,2,Femenino,35-44,Universidad,Soltero
LA MONTAÑITA,1580,Buen Camino,Mal Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Centro Democrático,César Augusto Torres Ríos,,3,Masculino,35-44,Tecnología,Unión libre
BELEN DE LOS ANDAQUIES,1581,Buen Camino,Mal Camino,Educación,Aprueba,Aprueba,Aprueba,Partido Liberal,Diego Ramírez Osorio,,1,Masculino,35-44,Universidad,Soltero
EL PAUJIL,1582,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Antonio Ruiz Cicery,,2,Masculino,Mayor de 55,Primaria,Casado
EL PAUJIL,1583,Mal Camino,Buen Camino,Deforestación,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Oscar Raúl Rojas,,2,Femenino,45-54,Universidad,Casado
EL PAUJIL,1584,Buen Camino,Buen Camino,Vivienda,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,Ns/Nr,,1,Femenino,35-44,Ns / Nr,Unión libre
EL PAUJIL,1585,Buen Camino,Buen Camino,Inseguridad,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Ns/Nr,,2,Femenino,35-44,Secundaria,Unión libre
EL PAUJIL,1586,Mal Camino,Mal Camino,Salud,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Ns/Nr,,2,Femenino,25-34,Tecnología,Soltero
EL PAUJIL,1587,Buen Camino,Buen Camino,Corrupción,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Oscar Raúl Rojas,,2,Masculino,45-54,Ns / Nr,Casado
EL PAUJIL,1588,Buen Camino,Buen Camino,Vivienda,Aprueba,Aprueba,Aprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,,1,Masculino,35-44,Primaria,Unión libre
EL PAUJIL,1589,Buen Camino,Mal Camino,Educación,Aprueba,Desaprueba,Aprueba,Mira,Diego Ramírez Osorio,,2,Masculino,25-34,Tecnología,Casado
EL PAUJIL,1590,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,,3,Masculino,Mayor de 55,Secundaria,Unión libre
MORELIA,1591,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Luis Francisco Ruíz Aguilar,,2,Masculino,25-34,Tecnología,Soltero
MORELIA,1592,Mal Camino,Mal Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Argenis Garavito Arévalo,,2,Femenino,45-54,Universidad,Casado
MORELIA,1593,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Partido Conservador,Luis Francisco Ruíz Aguilar,,1,Masculino,18-24,Tecnología,Soltero
EL PAUJIL,1594,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,,2,Masculino,45-54,Tecnología,Soltero
EL PAUJIL,1595,Buen Camino,Buen Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,,2,Masculino,45-54,Secundaria,Unión libre
MORELIA,1596,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Aprueba,Polo Democrático Alternativo,Diego Ramírez Osorio,,2,Femenino,35-44,Universidad,Casado
MORELIA,1597,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Luis Antonio Ruiz Cicery,,2,Femenino,35-44,Tecnología,Unión libre
EL PAUJIL,1598,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Centro Democrático,Ns/Nr,,2,Masculino,35-44,Primaria,Unión libre
EL PAUJIL,1599,Buen Camino,Buen Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Partido Liberal,Ns/Nr,,2,Femenino,25-34,Tecnología,Separado/Viudo
MORELIA,1600,Mal Camino,Mal Camino,Corrupción,Aprueba,Desaprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,,2,Femenino,Mayor de 55,Primaria,Casado
MORELIA,1601,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Alianza Verde,Luis Antonio Ruiz Cicery,,1,Masculino,45-54,Secundaria,Casado
MORELIA,1602,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Alianza Verde,Luis Antonio Ruiz Cicery,,1,Masculino,45-54,Secundaria,Casado
EL PAUJIL,1603,Mal Camino,Buen Camino,Salud,Aprueba,Ns/Nr,Aprueba,Cambio Radical,Ns/Nr,,2,Femenino,18-24,Secundaria,Unión libre
MORELIA,1604,Mal Camino,Mal Camino,Educación,Aprueba,Ns/Nr,Aprueba,Alianza Verde,Luis Francisco Ruíz Aguilar,,1,Masculino,25-34,Secundaria,Soltero
EL PAUJIL,1605,Buen Camino,Buen Camino,Vivienda,Aprueba,Aprueba,Aprueba,Partido Liberal,Ns/Nr,,1,Masculino,35-44,Secundaria,Unión libre
MORELIA,1606,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Luz Mila Cicery Ortiz,,2,Masculino,25-34,Secundaria,Soltero
MORELIA,1607,Mal Camino,Mal Camino,Educación,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Luis Antonio Ruiz Cicery,,1,Masculino,25-34,Tecnología,Unión libre
MORELIA,1608,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Aprueba,Partido de la U,César Augusto Torres Ríos,,2,Femenino,Mayor de 55,Primaria,Separado/Viudo
EL PAUJIL,1609,Buen Camino,Buen Camino,Malla vial,Aprueba,Aprueba,Desaprueba,Mira,Ns/Nr,,1,Femenino,35-44,Secundaria,Unión libre
EL PAUJIL,1610,Buen Camino,Buen Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Oscar Conde Ortiz,,2,Femenino,18-24,Secundaria,Soltero
MORELIA,1611,Mal Camino,Mal Camino,Salud,Aprueba,Aprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,,2,Femenino,25-34,Secundaria,Unión libre
MORELIA,1612,Mal Camino,Mal Camino,Minería Ilegal,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Luis Antonio Ruiz Cicery,,2,Masculino,45-54,Primaria,Unión libre
EL PAUJIL,1613,Mal Camino,Buen Camino,Salud,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Ns/Nr,,2,Femenino,35-44,Primaria,Unión libre
MORELIA,1614,Mal Camino,Mal Camino,Desempleo,Aprueba,Aprueba,Aprueba,Partido de la U,Luz Mila Cicery Ortiz,,2,Femenino,45-54,Primaria,Casado
EL PAUJIL,1615,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Luis Antonio Ruiz Cicery,,2,Femenino,Mayor de 55,Primaria,Soltero
EL PAUJIL,1616,Buen Camino,Buen Camino,Educación,Aprueba,Desaprueba,Aprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,,2,Femenino,45-54,Universidad,Unión libre
EL PAUJIL,1617,Mal Camino,Buen Camino,Deforestación,Desaprueba,Desaprueba,Aprueba,Ns / Nr,Ns/Nr,,2,Femenino,Mayor de 55,Primaria,Casado
MORELIA,1618,Mal Camino,Mal Camino,Educación,Desaprueba,Ns/Nr,Desaprueba,Partido de la U,Luis Francisco Ruíz Aguilar,,2,Masculino,25-34,Secundaria,Soltero
MORELIA,1619,Mal Camino,Mal Camino,Desempleo,Aprueba,Desaprueba,Desaprueba,Centro Democrático,Argenis Garavito Arévalo,,2,Masculino,45-54,Secundaria,Soltero
MORELIA,1620,Mal Camino,Mal Camino,Explotación petrolera,Aprueba,Desaprueba,Desaprueba,Partido Liberal,Luis Antonio Ruiz Cicery,,2,Masculino,25-34,Tecnología,Unión libre
MORELIA,1621,Mal Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,,2,Masculino,45-54,Secundaria,Casado
EL PAUJIL,1622,Ns / Nr,Buen Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Ns / Nr,Diego Ramírez Osorio,,2,Femenino,45-54,Primaria,Unión libre
MORELIA,1623,Mal Camino,Mal Camino,Deforestación,Aprueba,Desaprueba,Aprueba,Ns / Nr,Ns/Nr,,1,Masculino,25-34,Tecnología,Unión libre
EL PAUJIL,1624,Buen Camino,Buen Camino,Vivienda,Aprueba,Aprueba,Aprueba,Mira,Ns/Nr,,1,Masculino,45-54,Ns / Nr,Casado
MORELIA,1625,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Mira,Luis Francisco Ruíz Aguilar,,1,Masculino,35-44,Secundaria,Unión libre
MORELIA,1626,Mal Camino,Mal Camino,Educación,Desaprueba,Desaprueba,Desaprueba,Partido Conservador,Luis Francisco Ruíz Aguilar,,2,Masculino,45-54,Secundaria,Casado
MORELIA,1627,Mal Camino,Mal Camino,Corrupción,Aprueba,Desaprueba,Aprueba,Partido de la U,César Augusto Torres Ríos,,2,Femenino,45-54,Universidad,Casado
EL PAUJIL,1628,Mal Camino,Mal Camino,Salud,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,Luis Antonio Ruiz Cicery,,2,Femenino,25-34,Tecnología,Soltero
MORELIA,1629,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,,1,Masculino,35-44,Tecnología,Casado
MORELIA,1630,Mal Camino,Mal Camino,Corrupción,Aprueba,Desaprueba,Aprueba,Mira,César Augusto Torres Ríos,,2,Femenino,25-34,Universidad,Soltero
MORELIA,1631,Mal Camino,Mal Camino,Corrupción,Desaprueba,Ns/Nr,Aprueba,Partido Conservador,Luz Mila Cicery Ortiz,,1,Femenino,25-34,Secundaria,Soltero
MORELIA,1632,Buen Camino,Buen Camino,Corrupción,Aprueba,Aprueba,Aprueba,Partido Liberal,Oscar Raúl Rojas,,1,Femenino,45-54,Secundaria,Unión libre
EL PAUJIL,1633,Mal Camino,Ns / Nr,Salud,Ns/Nr,Ns/Nr,Aprueba,Partido Liberal,Luis Antonio Ruiz Cicery,,2,Masculino,Mayor de 55,Secundaria,Separado/Viudo
MORELIA,1634,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Alianza Verde,Luis Francisco Ruíz Aguilar,,1,Femenino,18-24,Tecnología,Soltero
MORELIA,1635,Mal Camino,Mal Camino,Educación,Aprueba,Aprueba,Aprueba,Polo Democrático Alternativo,César Augusto Torres Ríos,,1,Masculino,35-44,Secundaria,Unión libre
MORELIA,1636,Mal Camino,Mal Camino,Desempleo,Aprueba,Ns/Nr,Desaprueba,Partido Conservador,César Augusto Torres Ríos,,2,Femenino,25-34,Universidad,Unión libre
MORELIA,1637,Mal Camino,Buen Camino,Corrupción,Desaprueba,Ns/Nr,Aprueba,Partido de la U,Luis Francisco Ruíz Aguilar,,1,Femenino,35-44,Secundaria,Casado
MORELIA,1638,Mal Camino,Mal Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Centro Democrático,César Augusto Torres Ríos,,2,Femenino,45-54,Primaria,Separado/Viudo
VALPARAISO,1639,Buen camino,Buen camino,Desempleo,Desaprueba,Aprueba,Desaprueba,Centro Democrático,Arnulfo Gasca Trujillo,,2,Femenino,45-54,Secundaria,Casado
VALPARAISO,1640,Mal camino,Mal camino,Corrupción,Aprueba,Ns/Nr,Aprueba,Partido Conservador,Arnulfo Gasca Trujillo,,1,Femenino,18-24,Primaria,Unión libre
VALPARAISO,1641,Buen camino,Mal camino,Salud,Aprueba,Aprueba,Aprueba,Centro Democrático,Luis Francisco Ruíz Aguilar,,1,Masculino,25-34,Primaria,Unión libre
VALPARAISO,1642,Mal camino,Mal camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,,2,Masculino,35-44,Tecnología,Unión libre
VALPARAISO,1643,Mal camino,Mal camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,,1,Femenino,25-34,Secundaria,Unión libre
VALPARAISO,1644,Mal camino,Mal camino,Inseguridad,Aprueba,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,,1,Masculino,18-24,Secundaria,Soltero
VALPARAISO,1645,Mal camino,Mal camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Cambio Radical,Ns/Nr,,1,Masculino,35-44,Primaria,Casado
VALPARAISO,1646,Mal camino,Mal camino,Corrupción,Aprueba,Aprueba,Aprueba,Partido Liberal,Ns/Nr,,1,Femenino,25-34,Primaria,Unión libre
VALPARAISO,1647,Mal camino,Mal camino,Explotación petrolera,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,,1,Masculino,35-44,Primaria,Unión libre
VALPARAISO,1648,Mal camino,Mal camino,Corrupción,Aprueba,Desaprueba,Desaprueba,Partido Liberal,César Augusto Torres Ríos,,1,Masculino,25-34,Secundaria,Unión libre
VALPARAISO,1649,Mal camino,Mal camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Alianza Verde,Luis Francisco Ruíz Aguilar,,1,Femenino,45-54,Primaria,Casado
VALPARAISO,1650,Mal camino,Mal camino,Inseguridad,Aprueba,Aprueba,Aprueba,Cambio Radical,Arnulfo Gasca Trujillo,,1,Masculino,35-44,Primaria,Casado
VALPARAISO,1651,Mal camino,Mal camino,Corrupción,Desaprueba,Ns/Nr,Desaprueba,Alianza Verde,Luis Francisco Ruíz Aguilar,,1,Femenino,25-34,Tecnología,Soltero
